id,Q,A
16712,일 때문이지 키키 쓰리잡 중이야 ㅠㅠ,우와 힘들겠다 쓰리잡이면 스트레스도 엄청나겠네
16725,그러게 피해 금액이 소액이라서 좀 힘들겠다 키키,10만 원이라는 금액 때문에 어이가 없었지
16768,눈 오는 날은 힘들 꺼 같고 꽁꽁 싸매고 타야지 키키,키키 전동 퀵보드 사고 많으니까 항상 주의해서 타고...1 : 편의점 아르바이트하는데 진짜 진상 엄청 많네
16769,눈 오는 날은 힘들 꺼 같고 꽁꽁 싸매고 타야지 키키,키키 너 일하는 쪽도 진상 많아?
16770,진짜 거짓말 안 하고 하루에 3~4명은 있는 듯,와... 은근 엄청 많네 키키 골머리 아프겠다 키키
16798,예전이니까 그러려니 했지 지금이였으면 고소였다,음... 시국이 시국인지라 친가 외가 같이 만나긴 힘들 꺼 같아서
16887,나 집에 마스크팩 엄청 많은데 이번에 만나면 한 박스 줄께 키키,아 ㅠㅠ 나도 요즘 다이어트하는데 변비 때문에 힘들더라...
16939,근데 벌레도 좀 많고 키키 별로기도 해 ㅠㅠ,나는 아파트에 사니까 매일 층간 소음 때문에 고통 받아1 : 자동차가 6만키로 쯤 타니까 조금씩 고장이 나네
16984,아빠는 근데 마음대로 해라 그래 이렇게 너그럽게 봐준 거 같아 키키,나는 그냥 잔디밭 깔린 데에서 스몰 웨딩 하고 싶은데 현실적으로 힘들겠지
16985,오! 근데 나도 스몰 웨딩 좋을 거 같아,그런데 부모님들이 뿌린 게 많으니까 키키 힘들지 현실적으로 ㅠ
17154,솔직히 지하철이 있으면 고민할 거 없이 대중교통인데 버스로만 그 시간 가려면 너무 힘들어 차 막히는 거 어우,맞어 지하철이었으면 더 나았을 듯...
17155,솔직히 지하철이 있으면 고민할 거 없이 대중교통인데 버스로만 그 시간 가려면 너무 힘들어 차 막히는 거 어우,요새 드론으로 택배 하는 곳 있다던데 드론이 사람도 날라줬으면 좋겠다
17156,솔직히 지하철이 있으면 고민할 거 없이 대중교통인데 버스로만 그 시간 가려면 너무 힘들어 차 막히는 거 어우,교통 수단이 더 발달하거나 자가용 수가 더 줄었으면 좋겠어 키키
17162,근데 또 이러다 바로 일 경험도 없이 바로 직장인 돼서 월급으로 이어지는 건 뭔가 불안하단 말이지!,키키 그렇지만 지금 공부하는 거랑 알바 병행하기엔 힘들지 않을까...!
17207,할머니 할아버지도 다 스마크폰 쓰는 시대에 기계에 데일 가까워야 되는 초등학생이!,정말... 좋은 부분이 있을지 몰라도 친구들 사이에서 혼자만 없으면 너무 힘들 것 같어 좀 더 융통성 있으셨으면 좋겠다...!
17214,나 마스크 처음 쓰기 시작할 때 대학 제일 친한 친구 못 알아봐서 진짜 당황스러웠잖아 키키,키키 진짜 얼굴 못 외우는 사람한테 너무 힘들어 투명 마스크면 또 몰라도.
17281,아 당연히 슈붕이지! 새로운 걸 잘 받아들인다고 해 줘! 키키,찬성하기도 반대하기도 힘들어...
17390,애 데리고 비행기 타는 사람 넘... 싫어했거든,비행기에서 아니 공항에서부터 힘들대
17537,커피 끊으니까 머리가 아프드라 ㅡㅡ,그니까 커피 한잔으로 업무 시작해야 함 키키
17566,걘 영양사는 죽어도 못 하겠대 넘 힘들대!,그래 문달도 그러더라고 ㅠㅠ 절대 안 하고 싶다고
17567,문달 언니도 관뒀지? 영양사가 보기 보다 힘든가 봐,진짜 그런가 봐 식품 쪽이 힘들고 박봉이라 그래 ㅜ
17665,필러? 어디에... 개아프잖아...,내가 저번에 이마 맞고 죽을 뻔했거든? 3년 되니까 또 맞고 싶네 ㅠ
17717,고마워 ㅜㅜ 안 그래도 앞으로는 어쩌지 생각 때문에 너무 힘들었거든 ㅠ,아냐 ㅜ 하필 이 늦은 밤에 그것도 혼자 있을 때 나오냐 ㅜ
17731,이래서 너무 어린애들은 안 받는 게 좋은데 ㅜ,좀 한가해지면 술 한잔하자 ㅜㅜ 힘들겠다
17742,지금은 많이 좋아졌다고는 해도 여전히 군대 부조리나 가혹 행위들도 있다는 거 같더라고,긴 복무 기간 동안 군대 생활만으로도 힘들 텐데
17827,근처 학교 다니는 동급생들인데 집단으로 괴롭히고 폭행을 했다네,와 미쳤다 그래서 그녀석들은 처벌 받았어?
17835,정말 안타깝고 전세계적으로 충격적이었던 사건이었는데,여전히 그때 그 충격과 피해자들 유가족들 생각하면 참 마음이 아프다
17837,911테러 이후 일어났던 아프간 전쟁이 최근에야 거의 끝이 났다고 하는데 알고 있어?,진짜? 결과가 어떻게 된 거야?
17838,미군이 철수하고 탈레반이 다시 차지하게 된 거 같아,또 테러 일어나거나 죄 없는 아프가니스탄 사람들 위협 받는 거 아냐?
17839,그게 걱정이야... 또 다시 테러가 일어날까 봐 겁난다,탈레반들이 여성 차별도 심하게 한다던데 아프가니스탄 여성들 참 걱정이다
17840,맞아 전세계 사람들이 외면하지 말고 관심 갖고 도와줘야 할 거 같아,테러도 그렇고 누구든 고통 받는 사람이 없었으면 좋겠다 ㅜㅜ1 : 나 ㅜㅜ 10년 전에 매몰법으로 쌍커풀 수술 했었는데 한쪽이 풀린 것 같아 ㅜㅜ
17938,초등학교 저학년들은 아직 괜찮더라... 키키 근데 초딩들 꺼도 어렵더라 이제 키키,그러이 키키 내가 아는 게 없어서 가르치기도 힘들다야 키키 자격증이나 많이 따 놓을걸...
17979,키키 그건 진리지... 키키 투다리는 가자 하면 거절할 수가 없다... 키키 운동이고 나발이고,와 그런데 안 간 지 너무 오래됐다... 넘 슬프노 ㅜㅜ
18061,맞다... 키키 진심 키키 인터넷 쇼핑몰 할 수 있는 건데 안 하면 좀 힘들 거 같다 ㅌ 키키,키키 인터넷 쇼핑몰 카니까 옷 오지게 사고 싶네 랄라
18109,내가 로또 1등 되면 너 새 차 사줄게 키키,이거 박제 해도 되겠니? 키키 약속해라 키키1 : 너는 업무 강도가 왜 이리 센 거야 ㅜㅜ 힘들겠다
18123,키키 의무로 가면 좀 싫으려나? 근데 요즘 말이 많잖아 ㅜㅜ,신체적으로 힘들 거 같기도 하고...
18156,ㅜㅜ 그거 제도만 개선되면 진짜 나을 생각 있어?,근데 아빠가 해줘야 할 일도 있으니 현실적으로 힘들겠지? ㅜㅜ
18162,응 맞아 키키 근데 진짜 조금이라도 아프면 내가 너무 힘들어,자식 키우는 마음이 그런 마음일 거야...
18312,키키 그렇...지? 키키 근데 내 사업하면 더 힘들 거 같지?,하... 그치만 내 사업 하고 싶고... 근데 돈 생각하면 못하겠고...
18315,키키 응... 나 너무 힘들지 않겠나... 무거운 것도 들어야 하는데,키키 200살 까지 산다면 그건 좀 힘들 것도 같네?
18349,키키 그치? ㅜㅜ 진짜 중대한 결정인데 대부분 안 행복하던데,오... 그건 슬프네 ㅠㅠ 근데 나는 요새는 뭔가 너무 여자가 손해 보는 것 같아서 ㅠㅠ
18354,응... 근데 우리 시대는 앞으로 비혼인 사람 많아져서 괜찮지 않을까?,나는 짝꿍도 없는데 아프면 어떻게 해...? ㅠㅠ
18397,막 근데 뉴스 보면 진짜 부작용 엄청 많은 거 같아 ㅜㅜ,맞아... 나도 겨드랑이 아프고 막 손가락 마디 아프고 ㅠㅠ
18400,웅 나는 2일 쉴 수 있는데 그래도 전화 받고 다 해야 할걸?,"아... ㅠㅠ 나 진짜 심한 애는 응급실도 갔고, 막 말도 못할 정도로 아프고 했다던데 ㅠㅠ"
18409,ㅜㅜ 그래도 맞으면 내 친구 말로는 덜 아프고 지나가긴 한대,아 진짜? 걸려도 좀 덜 아프대? 근데 걸리기 싫어 ㅠㅠ
18429,근데 그렇게 되면 전자기기에 취약한 계층들이 힘들겠다 ㅜㅜ,아... 그것도 맞지 어르신들 ㅠㅠ
18430,근데 그렇게 되면 전자기기에 취약한 계층들이 힘들겠다 ㅜㅜ,우리가 그런 세대가 될 수도...
18434,실제로 오프라인 가게들이 많이 힘들 거 같아 ㅜㅜ,그니깐... 온라인을 같이 안 하는 곳이 진짜 ㅠㅠ
18491,키키 힘들단 뜻이구만? 야근은 많이 없나?,응응 그래도 야근은 1년에 몇 번 없어
18581,아 진짜? 그럼 많이 안 아프고 빨리 낫겠네?,응응 뭔가 세포들이 준비를 좀 하긴 하나 봐 키키
18601,허리는 잘 못 다치면 평생 간다는데...ㅜㅜ,ㅜㅜ 요새도 오래 서있으면 아프고... 그래 ㅜㅜ 평생 아플 듯
18671,어릴 적엔 나도 막 군대 들어가면 잘할 것 같단 생각도 했었는데 하하,나는 엄청 힘들 거 같애
18688,키키 시대의 흐름에 맞춰서 내 애라도 덜 힘들게 커야 안되겠나 싶네 키키,키키 그래그래 이과든 문과든 열심히 공부 시키자1 : 너는 어머니랑 둘이 여행 자주 가는 편이야?
18689,키키 시대의 흐름에 맞춰서 내 애라도 덜 힘들게 커야 안되겠나 싶네 키키,이니 자주 가는 편은 아니야 한 번씩 가고 있어
18701,아아 키키 기념일 선물 고르는 것도 힘들지 않아? ㅜ,맞아 나 지금 곧 기념일 앞두고 있는데 뭐 살지 고민이야
18813,뭔가 슬프거나 그런 영화는 아니지?,슬픈 부분도 있는데 해피엔딩이고 너무 아름다운 영화가 꼭 봐줬으면 좋겠다
18940,가슴 수술은 아프지 않겠나 ㅜ,요새 기술이 발전해서 내 지방을 가슴에다가 넣는 거야
18952,필라테스도 해 보고 싶더라 난,필라테스 진짜 힘들대
18954,역시 무에서 유를 창조하는 건 힘들어,몸매 좋은 사람들 부러워1 : 최근에 인터넷으로 뭐 샀어?
18955,역시 무에서 유를 창조하는 건 힘들어,인터넷으로 나 공부할 때 먹을려고 우유 샀어
18990,빌려는 주는 거 같던데 그때부터 이제 묶여서 사는 거지 키키,요새 집값 비싸서 웬만큼 빌려줘서는 힘들지 않을까 키키
19135,응 나 2차 맞아야 하는데 갑자기 불안하네,괜찮을 거야 1차 때 괜찮았자나! 조금 아프긴 하겠지만
19138,확실한 게 아니고 그럴까 봐 걱정이라고 키키,조금 아프고 그만이면 최고일 듯!
19141,맞아 맞는 게 날 거야 얼르 맞고 아프지 마!,응응 빨리 맞고 코로나에 대한 불안감 조금이라도 덜면 좋겠다 키키1 : 요즘 직구가 하기 편해져서 좋아 키키
19142,맞아 맞는 게 날 거야 얼르 맞고 아프지 마!,아 구래? 난 안 해 봤어! 직구는 어렵더라고 키키
19143,맞아 맞는 게 날 거야 얼르 맞고 아프지 마!,하기 괜찮은가 보네?
19213,선임이 막 괴롭히고 그러는 거 아니야? ㅠㅠ,훈련병인데 선임은 무슨 아직 그런 거 없댄다
19260,하긴 그만큼 했으면 뭔가 그만두기 힘들겠다.,키키 그냥 새끼 용 키우려고 하는 거야
19268,제주도 여행 가고 싶은데 차가 없으면 힘들대서 ㅠㅠ,우리 여행 가는데 차 운전만 해 달라고 부를 수 없잖아 키키
19277,혼자 하기 힘들단 말이야,으이그~ 그러면 다음 주에 엄마랑 하자
19372,키키 ㅇㅈ 근데 그 특화된 분야 일반 사람들은 찾기 겁나 힘들어서 문제,이래서 다양한 경험 해 보라고 하나 봄
19422,귀차니즘이 많으면 키키 힘들 거 같다 키키 키우기 키키,"ㄱㄴㄲ 털 정리도 열심히 해 줘야 하고, 컨디션도 늘 신경을 써 줘야 하고"
19428,키키 당일치기로라도 원츄 근데 그러면 더 빡세고 힘들겠지,응응 짐 펼쳤다가 다시 챙겼다가 키키 정신없을 것 같음
19481,머리 밝은 색으로 염색하면 뿌염 해야 하는 거 때문에,맞아 키키 이거 색 맞추는 거 힘들어
19561,키키 그렇구나 직업 군인 뭔가 멋있어...,군인으로만 생각 했을 때는 멋있는데 막상 연애하고 결혼하기까지가 좀 힘들지
19639,추운데서 살려면 그 정도는 기본 스킬이여야 될 텐데...,키키 살다가 힘들면 다시 돌아오지 뭐
19663,아프거나 하진 않아?,아프진 않은데 마냥 안 한 거처럼 편하지는 않고 신경 써야 하는 거 같아
19671,제품을 다른 걸 써 봐바~,이제 나이도 있는데 좀 아프면 다녀야 해 ㅠㅠ
19697,나도 키키 볼 때마다 슬프더라 ㅜ 애승이~,키키 콩먹어 콩~! 볼 때마다 눈물이 줄줄
19739,고생하셨어요 ㅠㅠ 일은 많이 하든 적게 하든 늘 힘들어요 ㅠㅠ,응 확실히 체력이 점점 약해지는 게 느껴져...
19747,코로나 때문에 휴가도 힘들다고 하던데 ㅠㅠ,아~ 그렇겠다! 아들 있는 부모님들은 엄청 걱정 되겠다! 하하
19748,코로나 때문에 휴가도 힘들다고 하던데 ㅠㅠ,군인들도 그 안에서 엄청 답답하겠네...
19815,하하 저는 올라가자 마자 바로 내려 오더라구요 키키,해봤구나~? 올라가자 마자 키키 힘들 거 같아 ㅠㅠ
19875,ㅠㅠ 오 저 왁싱샵 가서 했을 때 아팠는데 셀프는 안 아파요?,셀프도 물론 아프긴 하지만! 이거는 이 왁스 젤 자체로 바르고 떼는 거라 그런지 그렇게 막 크게 자극이 덜 한 거 같더라고~ 훨씬 부드럽게 뜯어지는 느낌?
19882,언니는 예전부터 눈썹 이런 거에 관심 많아서 저도 배우고 싶어요 하하,털 하나 있는 거 없는 거가 너무 다른 거 같아 하하 ㅠㅠ1 : 왁싱 하고 나면 아프거나 부작용은 없어요~?
19886,언니 이제 정형외과는 또 안 가도 돼요?,또 아프면 오랬는데 어제까지는 좀 아팠는데 오늘 좀 더 가라앉은 거 같아!
19951,아 멀랑... 그나마 다른 회사에 비해 일 좀 편해서 다니긴 하는데... 영 불만이야 ㅇㅅㅇ,으휴 일이 힘들진 않다니 다행이긴 한데... 그럼 열심히 하지 마!
19957,아 형부는 담배도 안 피고 술도 안마셔서 꽤 버틸 만했나,응 특별히 선임들 중에서도 괴롭히는 사람도 없었구 ㅋ 근데 다시 가라면 안 간대 ㅎ
19973,음 역시 첫째들은 다들 그런 건가보군...,키키 그래서 잘 기억은 안 나는데 어린 마음에 너 많이 괴롭혔어 키키
20041,움... 이러다가 진짜 1~20년 내로 전 세계가 아프리카처럼 더워지면 어케,으 싫다 미리 에어컨 장사를 해야 하나;
20050,움... 약에 의존하는 건 사실 난 완전 비추긴 한데... 정 힘들면 한 달 정돈 괜찮지 않으까?!,근데 비싸겠지? ㅋ 다이어트 한약 먹으면 뭐 입맛이 떨어지는 건가?
20055,아 그 줄넘기하면 도가니 나간대서... 나 요새 도가니 아퍼 키키,젊은 애가 벌써 도가니가 뭐야 키키 나도 무릎이랑 발목이 아프다 ㅜ
20111,건축 쪽을 오래전부터 했구나 아이고 힘들지 않았어?,힘들었지 키키 그러고 레크레이션 mc도 하고 리조트에서 애들 인솔하고 댕기는 것들도 하구
20324,아이고 혼자 감당하기는 또 힘들지 ㅜㅜ,글치... 나도 가끔 가서 엄마랑 얘기하면 좀 답답하긴 해1 : 여자친구랑 기념일은 잘 챙기는 편임? 키키
20325,아이고 혼자 감당하기는 또 힘들지 ㅜㅜ,아직 뭐 기념일 챙길 정도로 만나지 않았따 키키
20491,** 언니 저 뭐 하면 되나요? 하하,** **가 나 괴롭혀 ㅠㅠ1 : 언니는 선생님 저는 학생 할게요 키키
20507,아빠는 화내서 조금만 괴롭히고 키키 그래도 멈추지 않아요 키키,키키 아부지는 잘 지내시제?
20508,아빠는 화내서 조금만 괴롭히고 키키 그래도 멈추지 않아요 키키,키키 건강하시드만 여전히
